,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_CODE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT_CODE,DESTINATION_AIRPORT_CODE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE,AIRPORT_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
2183353,2015,5,19,2,F9,1001,N208FR,PHL,MIA,1000,1056.0,56.0,16.0,1112.0,170.0,156.0,134.0,1013,1326.0,6.0,1250,1332.0,42.0,0,0,,0.0,0.0,0.0,42.0,0.0,Frontier Airlines Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
1312365,2015,3,26,4,B6,2079,N665JB,LAS,LGB,1143,1143.0,0.0,16.0,1159.0,68.0,62.0,42.0,231,1241.0,4.0,1251,1245.0,-6.0,0,0,,,,,,,JetBlue Airways,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
2118886,2015,5,15,5,MQ,3185,N688MQ,ORD,DAY,859,859.0,0.0,17.0,916.0,76.0,63.0,41.0,240,1057.0,5.0,1115,1102.0,-13.0,0,0,,,,,,,American Eagle Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
5437112,2015,12,7,1,WN,167,N757LV,MSY,MCI,1100,1058.0,-2.0,9.0,1107.0,120.0,109.0,96.0,689,1243.0,4.0,1300,1247.0,-13.0,0,0,,,,,,,Southwest Airlines Co.,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
2044903,2015,5,10,7,EV,4344,N15983,CRP,IAH,1905,1916.0,11.0,14.0,1930.0,63.0,63.0,36.0,201,2006.0,13.0,2008,2019.0,11.0,0,0,,,,,,,Atlantic Southeast Airlines,CRP,Corpus Christi International Airport,Corpus Christi,TX,USA,27.770359999999997,-97.50121999999999
5096642,2015,11,15,7,WN,1363,N908WN,BWI,PWM,945,952.0,7.0,15.0,1007.0,85.0,87.0,68.0,452,1115.0,4.0,1110,1119.0,9.0,0,0,,,,,,,Southwest Airlines Co.,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
3823757,2015,8,25,2,MQ,3672,N691MQ,MIA,BHM,2130,2127.0,-3.0,20.0,2147.0,120.0,121.0,96.0,661,2223.0,5.0,2230,2228.0,-2.0,0,0,,,,,,,American Eagle Airlines Inc.,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
833687,2015,2,24,2,DL,2097,N318NB,MSP,SNA,1745,1739.0,-6.0,12.0,1751.0,248.0,224.0,202.0,1522,1913.0,10.0,1953,1923.0,-30.0,0,0,,,,,,,Delta Air Lines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
2502157,2015,6,8,1,DL,1203,N3737C,BZN,MSP,600,556.0,-4.0,9.0,605.0,134.0,128.0,114.0,874,859.0,5.0,914,904.0,-10.0,0,0,,,,,,,Delta Air Lines Inc.,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,USA,45.7769,-111.15301000000001
3745211,2015,8,21,5,DL,1203,N953DN,BZN,MSP,600,558.0,-2.0,12.0,610.0,133.0,134.0,114.0,874,904.0,8.0,913,912.0,-1.0,0,0,,,,,,,Delta Air Lines Inc.,BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,USA,45.7769,-111.15301000000001
991848,2015,3,6,5,DL,1838,N914DN,ATL,DCA,1720,1732.0,12.0,33.0,1805.0,107.0,111.0,73.0,547,1918.0,5.0,1907,1923.0,16.0,0,0,,4.0,0.0,12.0,0.0,0.0,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4377185,2015,9,30,3,MQ,3213,N604MQ,SGF,DFW,1258,1250.0,-8.0,12.0,1302.0,94.0,87.0,58.0,364,1400.0,17.0,1432,1417.0,-15.0,0,0,,,,,,,American Eagle Airlines Inc.,SGF,Springfield-Branson National Airport,Springfield,MO,USA,37.24433,-93.38686
5510537,2015,12,11,5,WN,2117,N280WN,SNA,SFO,2125,2123.0,-2.0,8.0,2131.0,80.0,82.0,69.0,372,2240.0,5.0,2245,2245.0,0.0,0,0,,,,,,,Southwest Airlines Co.,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
446588,2015,1,30,5,US,1968,N756US,MSP,CLT,1005,959.0,-6.0,12.0,1011.0,147.0,123.0,107.0,930,1258.0,4.0,1332,1302.0,-30.0,0,0,,,,,,,US Airways Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
3246103,2015,7,22,3,WN,1302,N920WN,LAX,SMF,1120,1119.0,-1.0,24.0,1143.0,75.0,86.0,57.0,373,1240.0,5.0,1235,1245.0,10.0,0,0,,,,,,,Southwest Airlines Co.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
280825,2015,1,19,1,B6,1585,N193JB,BOS,PIT,1235,1228.0,-7.0,14.0,1242.0,115.0,96.0,77.0,496,1359.0,5.0,1430,1404.0,-26.0,0,0,,,,,,,JetBlue Airways,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518000000001
3410241,2015,8,1,6,DL,2832,N821DN,ANC,SLC,25,21.0,-4.0,11.0,32.0,273.0,259.0,242.0,2125,634.0,6.0,658,640.0,-18.0,0,0,,,,,,,Delta Air Lines Inc.,ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.174319999999994,-149.99618999999998
4217534,2015,9,20,7,DL,1603,N984DL,MCO,JFK,1145,1144.0,-1.0,11.0,1155.0,165.0,149.0,127.0,944,1402.0,11.0,1430,1413.0,-17.0,0,0,,,,,,,Delta Air Lines Inc.,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
1854850,2015,4,28,2,WN,268,N365SW,TPA,PIT,2210,2209.0,-1.0,9.0,2218.0,140.0,130.0,115.0,873,13.0,6.0,30,19.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
5358999,2015,12,2,3,WN,2144,N938WN,TPA,BWI,840,833.0,-7.0,15.0,848.0,135.0,131.0,112.0,842,1040.0,4.0,1055,1044.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
3998553,2015,9,5,6,EV,5081,N720EV,ATL,BTR,2055,2051.0,-4.0,10.0,2101.0,94.0,74.0,62.0,448,2103.0,2.0,2129,2105.0,-24.0,0,0,,,,,,,Atlantic Southeast Airlines,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4113390,2015,9,13,7,MQ,3252,N634MQ,LRD,DFW,1700,1715.0,15.0,7.0,1722.0,93.0,88.0,60.0,396,1822.0,21.0,1833,1843.0,10.0,0,0,,,,,,,American Eagle Airlines Inc.,LRD,Laredo International Airport,Laredo,TX,USA,27.543740000000003,-99.46154
1588357,2015,4,12,7,OO,4993,N693BR,DEN,FAR,1350,1348.0,-2.0,17.0,1405.0,113.0,101.0,80.0,627,1625.0,4.0,1643,1629.0,-14.0,0,0,,,,,,,Skywest Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
931884,2015,3,3,2,WN,4123,N738CB,MKE,FLL,630,627.0,-3.0,54.0,721.0,205.0,215.0,157.0,1243,1058.0,4.0,1055,1102.0,7.0,0,0,,,,,,,Southwest Airlines Co.,MKE,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658
2899245,2015,7,1,3,DL,1451,N910DL,BWI,MSP,1445,1445.0,0.0,9.0,1454.0,159.0,151.0,137.0,936,1611.0,5.0,1624,1616.0,-8.0,0,0,,,,,,,Delta Air Lines Inc.,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
4944661,2015,11,5,4,OO,5268,N929EV,DSM,DEN,1327,1319.0,-8.0,13.0,1332.0,118.0,119.0,95.0,589,1407.0,11.0,1425,1418.0,-7.0,0,0,,,,,,,Skywest Airlines Inc.,DSM,Des Moines International Airport,Des Moines,IA,USA,41.534929999999996,-93.66068
2787782,2015,6,24,3,DL,1957,N3771K,SLC,SEA,2015,2013.0,-2.0,13.0,2026.0,119.0,116.0,99.0,689,2105.0,4.0,2114,2109.0,-5.0,0,0,,,,,,,Delta Air Lines Inc.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
986196,2015,3,6,5,DL,2444,N968DL,LGA,RSW,1140,1145.0,5.0,18.0,1203.0,206.0,199.0,171.0,1080,1454.0,10.0,1506,1504.0,-2.0,0,0,,,,,,,Delta Air Lines Inc.,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
4609568,2015,10,15,4,WN,456,N8309C,10423,14107,720,720.0,0.0,13.0,733.0,150.0,138.0,122.0,872,735.0,3.0,750,738.0,-12.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
3544293,2015,8,9,7,UA,776,N835UA,CLE,ORD,550,611.0,21.0,17.0,628.0,83.0,77.0,52.0,315,620.0,8.0,613,628.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0,United Air Lines Inc.,CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
3596140,2015,8,12,3,EV,3805,N14174,GSP,IAH,630,627.0,-3.0,9.0,636.0,146.0,136.0,119.0,837,735.0,8.0,756,743.0,-13.0,0,0,,,,,,,Atlantic Southeast Airlines,GSP,Greenville-Spartanburg International Airport,Greer,SC,USA,34.89567,-82.21885999999999
5301711,2015,11,28,6,WN,3283,N243WN,PHX,TUL,1820,1815.0,-5.0,7.0,1822.0,130.0,114.0,100.0,935,2102.0,7.0,2130,2109.0,-21.0,0,0,,,,,,,Southwest Airlines Co.,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001
2360531,2015,5,30,6,US,628,N575UW,MCO,CLT,1020,1014.0,-6.0,18.0,1032.0,102.0,116.0,73.0,468,1145.0,25.0,1202,1210.0,8.0,0,0,,,,,,,US Airways Inc.,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
2666375,2015,6,17,3,US,715,N957UW,PHL,BOS,1715,1712.0,-3.0,10.0,1722.0,81.0,62.0,45.0,280,1807.0,7.0,1836,1814.0,-22.0,0,0,,,,,,,US Airways Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
4335726,2015,9,27,7,AA,209,N3CAAA,SFO,LAX,2030,2045.0,15.0,45.0,2130.0,97.0,116.0,56.0,337,2226.0,15.0,2207,2241.0,34.0,0,0,,34.0,0.0,0.0,0.0,0.0,American Airlines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4654945,2015,10,18,7,WN,1208,N490WN,10821,12339,715,709.0,-6.0,9.0,718.0,105.0,99.0,84.0,516,842.0,6.0,900,848.0,-12.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
3520282,2015,8,7,5,WN,4896,N755SA,BWI,BNA,1330,1353.0,23.0,16.0,1409.0,105.0,110.0,88.0,587,1437.0,6.0,1415,1443.0,28.0,0,0,,5.0,0.0,23.0,0.0,0.0,Southwest Airlines Co.,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
5097152,2015,11,15,7,DL,1828,N908DL,SAV,ATL,1015,1009.0,-6.0,11.0,1020.0,72.0,58.0,41.0,214,1101.0,6.0,1127,1107.0,-20.0,0,0,,,,,,,Delta Air Lines Inc.,SAV,Savannah/Hilton Head International Airport,Savannah,GA,USA,32.12758,-81.20214
3967323,2015,9,3,4,OO,6327,N978SW,DSM,ORD,1845,1834.0,-11.0,22.0,1856.0,85.0,107.0,68.0,299,2004.0,17.0,2010,2021.0,11.0,0,0,,,,,,,Skywest Airlines Inc.,DSM,Des Moines International Airport,Des Moines,IA,USA,41.534929999999996,-93.66068
3958676,2015,9,3,4,WN,548,N748SW,FLL,MDW,1015,1015.0,0.0,12.0,1027.0,190.0,173.0,154.0,1167,1201.0,7.0,1225,1208.0,-17.0,0,0,,,,,,,Southwest Airlines Co.,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
4863322,2015,10,31,6,WN,4275,N8329B,14107,14100,910,903.0,-7.0,27.0,930.0,270.0,268.0,235.0,2075,1625.0,6.0,1640,1631.0,-9.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
333177,2015,1,22,4,US,814,N947UW,PHL,RDU,1815,1816.0,1.0,18.0,1834.0,94.0,85.0,62.0,337,1936.0,5.0,1949,1941.0,-8.0,0,0,,,,,,,US Airways Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
2274637,2015,5,25,1,WN,2905,N752SW,SMF,LAS,800,756.0,-4.0,7.0,803.0,80.0,71.0,58.0,397,901.0,6.0,920,907.0,-13.0,0,0,,,,,,,Southwest Airlines Co.,SMF,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59076999999999
3293974,2015,7,25,6,AA,797,N578UW,PHL,LAX,730,731.0,1.0,26.0,757.0,349.0,336.0,298.0,2402,955.0,12.0,1019,1007.0,-12.0,0,0,,,,,,,American Airlines Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
1043091,2015,3,9,1,UA,1650,N33203,ORD,LAS,2200,2157.0,-3.0,20.0,2217.0,239.0,229.0,202.0,1514,2339.0,7.0,2359,2346.0,-13.0,0,0,,,,,,,United Air Lines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
3930321,2015,9,1,2,UA,1137,N76517,CLE,IAH,1445,1435.0,-10.0,12.0,1447.0,182.0,182.0,162.0,1091,1629.0,8.0,1647,1637.0,-10.0,0,0,,,,,,,United Air Lines Inc.,CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089,-81.8494
1601391,2015,4,13,1,US,1822,N802AW,PHL,PBI,1005,958.0,-7.0,41.0,1039.0,171.0,177.0,131.0,951,1250.0,5.0,1256,1255.0,-1.0,0,0,,,,,,,US Airways Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
4828149,2015,10,29,4,DL,2001,N965AT,10980,10397,600,553.0,-7.0,11.0,604.0,49.0,40.0,24.0,106,628.0,5.0,649,633.0,-16.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4125136,2015,9,14,1,WN,1986,N924WN,SLC,OAK,1210,1216.0,6.0,10.0,1226.0,110.0,102.0,87.0,588,1253.0,5.0,1300,1258.0,-2.0,0,0,,,,,,,Southwest Airlines Co.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
1339345,2015,3,27,5,UA,260,N535UA,IAD,MCO,2230,2231.0,1.0,14.0,2245.0,134.0,145.0,123.0,758,48.0,8.0,44,56.0,12.0,0,0,,,,,,,United Air Lines Inc.,IAD,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581
852287,2015,2,25,3,WN,351,N657SW,SMF,LAS,2035,2039.0,4.0,7.0,2046.0,75.0,65.0,51.0,397,2137.0,7.0,2150,2144.0,-6.0,0,0,,,,,,,Southwest Airlines Co.,SMF,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59076999999999
4077371,2015,9,11,5,WN,303,N425LV,ATL,MSP,825,820.0,-5.0,16.0,836.0,170.0,147.0,126.0,907,942.0,5.0,1015,947.0,-28.0,0,0,,,,,,,Southwest Airlines Co.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
759251,2015,2,19,4,WN,4537,N428WN,SMF,SAN,2035,2033.0,-2.0,7.0,2040.0,85.0,82.0,71.0,480,2151.0,4.0,2200,2155.0,-5.0,0,0,,,,,,,Southwest Airlines Co.,SMF,Sacramento International Airport,Sacramento,CA,USA,38.69542,-121.59076999999999
3627770,2015,8,13,4,B6,476,N775JB,MCO,PVD,2029,2213.0,104.0,14.0,2227.0,160.0,147.0,127.0,1072,34.0,6.0,2309,40.0,91.0,0,0,,0.0,0.0,6.0,85.0,0.0,JetBlue Airways,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
4659145,2015,10,18,7,UA,1220,N87512,13930,14100,1132,1128.0,-4.0,13.0,1141.0,124.0,109.0,89.0,678,1410.0,7.0,1436,1417.0,-19.0,0,0,,,,,,,United Air Lines Inc.,,,,,,,
2857418,2015,6,29,1,MQ,3564,N506MQ,ICT,DFW,651,645.0,-6.0,8.0,653.0,77.0,78.0,51.0,328,744.0,19.0,808,803.0,-5.0,0,0,,,,,,,American Eagle Airlines Inc.,ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,USA,37.64996,-97.43305
3635934,2015,8,14,5,WN,2287,N8607M,ONT,LAS,1130,1126.0,-4.0,9.0,1135.0,60.0,56.0,41.0,197,1216.0,6.0,1230,1222.0,-8.0,0,0,,,,,,,Southwest Airlines Co.,ONT,Ontario International Airport,Ontario,CA,USA,34.056,-117.60118999999999
1824491,2015,4,27,1,WN,156,N917WN,CLT,BWI,730,725.0,-5.0,14.0,739.0,100.0,72.0,54.0,361,833.0,4.0,910,837.0,-33.0,0,0,,,,,,,Southwest Airlines Co.,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
3331736,2015,7,27,1,OO,4796,N604SK,SUN,SLC,1300,1251.0,-9.0,11.0,1302.0,63.0,50.0,35.0,222,1337.0,4.0,1403,1341.0,-22.0,0,0,,,,,,,Skywest Airlines Inc.,SUN,Friedman Memorial Airport,Hailey,ID,USA,43.50484,-114.29659
2839753,2015,6,28,7,DL,1931,N314NB,JAN,ATL,600,603.0,3.0,11.0,614.0,74.0,68.0,49.0,341,803.0,8.0,814,811.0,-3.0,0,0,,,,,,,Delta Air Lines Inc.,JAN,Jackson-Evers International Airport,Jackson,MS,USA,32.311170000000004,-90.07589
2880348,2015,6,30,2,B6,1196,N507JB,FLL,PVD,1229,1222.0,-7.0,12.0,1234.0,182.0,162.0,141.0,1188,1455.0,9.0,1531,1504.0,-27.0,0,0,,,,,,,JetBlue Airways,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
1906147,2015,5,2,6,UA,1612,N69830,TPA,EWR,610,600.0,-10.0,14.0,614.0,158.0,156.0,134.0,997,828.0,8.0,848,836.0,-12.0,0,0,,,,,,,United Air Lines Inc.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
481223,2015,2,1,7,OO,5205,N106SY,DCA,ORD,1845,,,,,138.0,,,612,,,2003,,,0,1,C,,,,,,Skywest Airlines Inc.,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
3019537,2015,7,8,3,WN,3237,N910WN,ATL,FLL,2220,2249.0,29.0,9.0,2258.0,110.0,98.0,84.0,581,22.0,5.0,10,27.0,17.0,0,0,,0.0,0.0,0.0,17.0,0.0,Southwest Airlines Co.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
3216063,2015,7,20,1,AA,477,N917UY,SFO,PHX,1550,1540.0,-10.0,15.0,1555.0,123.0,114.0,94.0,651,1729.0,5.0,1753,1734.0,-19.0,0,0,,,,,,,American Airlines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4028891,2015,9,8,2,AA,1905,N918US,RDU,CLT,700,656.0,-4.0,17.0,713.0,63.0,56.0,28.0,130,741.0,11.0,803,752.0,-11.0,0,0,,,,,,,American Airlines Inc.,RDU,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
5605736,2015,12,18,5,VX,713,N853VA,DAL,SFO,750,753.0,3.0,26.0,819.0,230.0,239.0,209.0,1476,948.0,4.0,940,952.0,12.0,0,0,,,,,,,Virgin America,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
7655,2015,1,1,4,OO,5200,N774SK,IAH,PHX,1435,1533.0,58.0,10.0,1543.0,172.0,161.0,147.0,1009,1710.0,4.0,1627,1714.0,47.0,0,0,,0.0,0.0,42.0,5.0,0.0,Skywest Airlines Inc.,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
807690,2015,2,23,1,OO,6289,N713SK,SFO,MMH,800,841.0,41.0,24.0,905.0,63.0,63.0,36.0,193,941.0,3.0,903,944.0,41.0,0,0,,0.0,0.0,0.0,0.0,41.0,Skywest Airlines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4365665,2015,9,29,2,OO,2892,N417SW,SJC,LAX,1730,1749.0,19.0,13.0,1802.0,85.0,75.0,53.0,308,1855.0,9.0,1855,1904.0,9.0,0,0,,,,,,,Skywest Airlines Inc.,SJC,Norman Y. Mineta San José International Airport,San Jose,CA,USA,37.36186,-121.92901
2162179,2015,5,18,1,UA,462,N483UA,ORD,LGA,600,840.0,160.0,52.0,932.0,131.0,185.0,131.0,733,1243.0,2.0,911,1245.0,214.0,0,0,,54.0,0.0,0.0,0.0,160.0,United Air Lines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4688306,2015,10,20,2,DL,1460,N974DL,13303,10397,745,743.0,-2.0,15.0,758.0,116.0,115.0,90.0,594,928.0,10.0,941,938.0,-3.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4636665,2015,10,16,5,WN,925,N936WN,10821,14307,1735,1748.0,13.0,18.0,1806.0,75.0,73.0,50.0,327,1856.0,5.0,1850,1901.0,11.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
1436497,2015,4,2,4,DL,2066,N683DA,MSP,LAS,2135,2138.0,3.0,14.0,2152.0,203.0,212.0,191.0,1299,2303.0,7.0,2258,2310.0,12.0,0,0,,,,,,,Delta Air Lines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
3973395,2015,9,4,5,UA,1638,N36469,IAD,LAX,815,810.0,-5.0,11.0,821.0,341.0,315.0,291.0,2288,1012.0,13.0,1056,1025.0,-31.0,0,0,,,,,,,United Air Lines Inc.,IAD,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581
5189086,2015,11,20,5,UA,669,N473UA,DEN,MSP,2006,2001.0,-5.0,97.0,2138.0,123.0,194.0,91.0,680,9.0,6.0,2309,15.0,66.0,0,0,,66.0,0.0,0.0,0.0,0.0,United Air Lines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
1697612,2015,4,19,7,AA,2224,N586AA,DFW,ORD,1014,1021.0,7.0,11.0,1032.0,146.0,142.0,106.0,802,1218.0,25.0,1240,1243.0,3.0,0,0,,,,,,,American Airlines Inc.,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
57071,2015,1,4,7,WN,1767,N267WN,PDX,SMF,1625,1657.0,32.0,6.0,1703.0,85.0,72.0,63.0,479,1806.0,3.0,1750,1809.0,19.0,0,0,,0.0,0.0,6.0,13.0,0.0,Southwest Airlines Co.,PDX,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
892445,2015,2,28,6,UA,1430,N79521,SNA,ORD,1232,1233.0,1.0,6.0,1239.0,248.0,240.0,185.0,1726,1744.0,49.0,1840,1833.0,-7.0,0,0,,,,,,,United Air Lines Inc.,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
4788017,2015,10,26,1,OO,7420,N430SW,12335,13487,1302,1252.0,-10.0,13.0,1305.0,74.0,72.0,55.0,257,1400.0,4.0,1416,1404.0,-12.0,0,0,,,,,,,Skywest Airlines Inc.,,,,,,,
5340985,2015,12,1,2,EV,5306,N718EV,MEM,DTW,628,622.0,-6.0,13.0,635.0,122.0,100.0,80.0,610,855.0,7.0,930,902.0,-28.0,0,0,,,,,,,Atlantic Southeast Airlines,MEM,Memphis International Airport,Memphis,TN,USA,35.04242,-89.97667
4869456,2015,10,31,6,WN,270,N252WN,13495,10693,1700,1650.0,-10.0,24.0,1714.0,85.0,103.0,63.0,471,1817.0,16.0,1825,1833.0,8.0,0,0,,,,,,,Southwest Airlines Co.,,,,,,,
5477973,2015,12,9,3,OO,5351,N932SW,ORD,CMX,2113,2104.0,-9.0,20.0,2124.0,85.0,79.0,55.0,360,2319.0,4.0,2338,2323.0,-15.0,0,0,,,,,,,Skywest Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
3714728,2015,8,19,3,B6,389,N516JB,BOS,DCA,844,840.0,-4.0,16.0,856.0,94.0,85.0,65.0,399,1001.0,4.0,1018,1005.0,-13.0,0,0,,,,,,,JetBlue Airways,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518000000001
1810958,2015,4,26,7,B6,701,N613JB,FLL,LAX,1031,1044.0,13.0,13.0,1057.0,353.0,337.0,318.0,2343,1315.0,6.0,1324,1321.0,-3.0,0,0,,,,,,,JetBlue Airways,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
2178978,2015,5,19,2,DL,1366,N921AT,CLT,DTW,600,556.0,-4.0,9.0,605.0,110.0,91.0,72.0,500,717.0,10.0,750,727.0,-23.0,0,0,,,,,,,Delta Air Lines Inc.,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
3423664,2015,8,1,6,WN,3102,N276WN,LAS,SAN,2000,2116.0,76.0,16.0,2132.0,60.0,63.0,44.0,258,2216.0,3.0,2100,2219.0,79.0,0,0,,3.0,0.0,20.0,56.0,0.0,Southwest Airlines Co.,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
1236770,2015,3,21,6,AS,26,N309AS,SEA,ORD,1815,1831.0,16.0,11.0,1842.0,221.0,210.0,194.0,1721,2356.0,5.0,2356,1.0,5.0,0,0,,,,,,,Alaska Airlines Inc.,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931000000001
1062136,2015,3,11,3,DL,975,N327NB,ATL,PIT,725,720.0,-5.0,12.0,732.0,95.0,87.0,70.0,526,842.0,5.0,900,847.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
3338844,2015,7,27,1,WN,1184,N290WN,BUR,LAS,2000,1957.0,-3.0,8.0,2005.0,60.0,51.0,40.0,223,2045.0,3.0,2100,2048.0,-12.0,0,0,,,,,,,Southwest Airlines Co.,BUR,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,USA,34.20062,-118.3585
